count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
949788,2018,8,"Yorkshire and The Humber",88,Wakefield,B6422,Minor,,,443540,412254,53.60504695,-1.34347083,,,Counted,"Manual count",24,69,7500,103,1136,73,16,6,6,24,27,153,8960
92049,2021,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"lat: 53.6809 long: -1.506","lat: 53.6867 long: -1.5006",433191,420851,53.68306900,-1.49894900,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",98,61,10203,447,1140,67,19,7,8,4,5,110,11960
74008,2018,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,A645,"LA Boundary",448334,423901,53.70930300,-1.26921960,1.10,0.68,Counted,"Manual count",8,198,11283,20,2283,315,49,105,20,159,298,946,14730
81327,2018,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"LA Boundary","A6021 Dale lane",448785,412056,53.60280500,-1.26424300,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",23,85,6326,12,1374,220,62,73,85,218,305,964,8760
17347,2019,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A642,"A638 Ings Road",432410,420480,53.67978400,-1.51081190,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",191,148,25235,516,3154,202,50,72,30,58,44,457,29509
7419,2019,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,A639,A6032,441400,425000,53.71977500,-1.37411540,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",143,92,9478,181,1702,121,26,49,16,39,14,265,11718
77650,2021,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"Hollin Lane",M1,430800,416960,53.64824300,-1.53553300,1.00,0.62,Estimated,"Estimated from nearby links",32,86,11000,32,1907,229,38,75,10,70,55,477,13503
81290,2021,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,"B6134 Havertop Lane",M62,440000,423110,53.70289700,-1.39557270,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",40,62,12563,4,3116,527,210,147,30,143,885,1943,17688
81326,2021,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"A6021 Elm Farm","A6021 Dale lane",447589,412483,53.60675200,-1.28225010,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",15,41,4664,24,1421,183,41,359,38,95,129,845,6995
60052,2019,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"M1 jn39",A6186,431890,417518,53.65319400,-1.51898710,1.60,0.99,Counted,"Manual count",71,155,23255,49,3171,306,80,74,69,186,122,837,27467
90084,2018,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"A6194 spur Novale Way",A6194,434113,422625,53.69895400,-1.48479560,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",35,83,10556,45,1472,112,23,32,40,32,26,265,12421
74944,2018,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"A636 Denby Dale Road",A638,432850,420300,53.67813800,-1.50416980,0.50,0.31,Counted,"Manual count",50,47,10231,137,934,79,25,3,4,18,18,147,11495
807813,2021,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,442617,419904,53.67387600,-1.35637340,,,Counted,"Manual count",18,2,1033,2,118,4,0,0,0,0,0,4,1158
804437,2021,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,433214,420879,53.68331900,-1.49859780,,,Counted,"Manual count",83,56,5914,640,838,68,9,3,2,0,1,83,7530
949807,2018,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,448233,413887,53.61931200,-1.27230120,,,Counted,"Manual count",2,0,180,0,33,2,0,0,0,0,0,2,215
74944,2021,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"A636 Denby Dale Road",A638,432850,420300,53.67813800,-1.50416980,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",51,35,8669,90,891,74,23,3,4,17,17,138,9822
74947,2021,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,Westgate,"Charlesworth Way",432700,420470,53.67967600,-1.50642270,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",47,67,12445,40,1418,127,41,21,10,10,18,227,14196
56874,2019,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"Bridge Rd, Horbury",A638,431960,420000,53.67549700,-1.51767350,5.50,3.42,Estimated,"Estimated using previous year's AADF on this link",107,131,14356,228,1549,88,23,9,9,19,9,157,16421
77594,2018,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,"Green St","LA Boundary",442750,426360,53.73188900,-1.35347190,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",19,158,6520,27,2058,111,48,33,12,54,67,324,9087
802799,2021,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,443233,413254,53.61405800,-1.34797170,,,Counted,"Manual count",22,18,4619,24,646,28,7,6,4,6,5,55,5362
949790,2018,8,"Yorkshire and The Humber",88,Wakefield,B6117,Minor,,,427021,418348,53.66092700,-1.59257980,,,Counted,"Manual count",19,74,5644,5,1001,67,17,26,12,3,9,133,6856
47434,2019,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,A638,"Wentworth Rd, Featherstone",439993,419909,53.67412800,-1.39609030,4.70,2.92,Estimated,"Estimated using previous year's AADF on this link",35,120,8681,129,1165,81,12,7,17,12,5,133,10228
81551,2021,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,A1(M),M62,448560,421710,53.68959100,-1.26613850,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",0,22,7259,10,2420,385,116,257,70,277,1237,2341,12052
57344,2019,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,A6186,"A636 Charlesworth Way",433030,420000,53.67543100,-1.50147680,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",192,144,22814,145,2706,135,93,9,14,7,17,274,26083
77651,2021,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"Wood Lane",A6186,433260,416000,53.63946500,-1.49842200,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",54,27,7259,41,1095,161,34,19,35,59,57,365,8787
77652,2021,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"LA Boundary","Bridge Rd, Horbury",426722,417244,53.65101900,-1.59719880,3.80,2.36,Estimated,"Estimated using previous year's AADF on this link",33,58,7151,48,1205,119,19,51,33,19,20,261,8723
81551,2018,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,A1(M),M62,448560,421710,53.68959100,-1.26613850,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",2,44,8957,64,2532,338,108,234,151,369,623,1822,13421
804431,2021,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,432869,423710,53.70878600,-1.50352190,,,Counted,"Manual count",68,29,3630,12,503,18,3,0,4,0,0,25,4199
38732,2019,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A635,"B6389 Agbrigg Rd",435000,419265,53.66869700,-1.47173940,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",130,229,24300,515,3973,256,64,110,44,55,48,578,29595
80433,2019,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A6539/A639,M62,443630,423830,53.70907800,-1.34048950,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",27,51,8279,154,1315,82,27,21,7,19,20,175,9974
17345,2019,8,"Yorkshire and The Humber",88,Wakefield,A637,Major,"LA boundary",A636,428968,413379,53.61616200,-1.56357860,3.00,1.86,Estimated,"Estimated using previous year's AADF on this link",5,100,9220,38,2001,149,29,19,21,48,27,294,11653
27437,2019,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,M62,A639,440500,424220,53.71283500,-1.38785460,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",139,98,9988,130,2506,299,68,73,27,189,97,753,13474
81291,2019,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,"B6133 Church Lane","B6134 Havertop Lane",440046,422267,53.69531700,-1.39498450,1.10,0.68,Counted,"Manual count",65,120,13267,66,1921,161,35,99,25,69,47,436,15811
81556,2019,8,"Yorkshire and The Humber",88,Wakefield,A1(M),Major,M62,"LA Boundary",447600,427097,53.73809400,-1.27984830,2.90,1.80,Counted,"Automatic counter",0,266,49256,125,9738,1346,497,575,505,3925,5291,12139,71524
804442,2021,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,446650,423160,53.70279600,-1.29484130,,,Counted,"Manual count",29,67,4737,5,611,21,7,0,0,0,1,28,5448
80433,2021,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A6539/A639,M62,443630,423830,53.70907800,-1.34048950,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",25,40,6928,100,1265,77,26,20,6,18,19,165,8498
80708,2019,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A655,A6539/A639,442430,424420,53.71447900,-1.35858740,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",49,73,8175,115,1050,64,9,14,11,12,7,117,9529
77593,2019,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Trundles Lane","LA Boundary",451500,423710,53.70728400,-1.22129130,0.70,0.43,Estimated,"Estimated from nearby links",39,78,7294,42,1237,75,17,36,28,100,96,352,9003
73010,2018,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,"LA Boundary",B6422,442710,412000,53.60283100,-1.35604820,1.80,1.12,Counted,"Dependent on a neighbouring counted link",27,113,9365,111,1763,185,36,113,57,138,83,612,11964
949826,2018,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,440089,423366,53.70519100,-1.39419160,,,Counted,"Manual count",61,31,2332,0,762,155,18,10,17,185,166,551,3676
81378,2021,8,"Yorkshire and The Humber",88,Wakefield,A6201,Major,"A6021 Dale lane",A1,449429,413206,53.61308000,-1.25432990,3.70,2.30,Estimated,"Estimated using previous year's AADF on this link",43,89,6649,59,1754,389,58,223,105,531,368,1674,10225
90087,2021,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"A638 intersection",A642,433652,420839,53.68293200,-1.49197080,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",96,95,13694,62,1530,196,38,28,28,12,93,394,15775
90088,2021,8,"Yorkshire and The Humber",88,Wakefield,A6194,Major,"A6194 spur Novale Way",A642,434418,422587,53.69859300,-1.48018040,0.50,0.31,Counted,"Manual count",44,25,5625,51,1035,133,29,41,58,15,36,312,7048
74944,2019,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"A636 Denby Dale Road",A638,432850,420300,53.67813800,-1.50416980,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",55,44,10359,138,926,78,25,3,4,18,18,147,11614
56617,2019,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"Bridge Street","Ings Road/Kirkgate inersection",433770,420130,53.67655200,-1.49026130,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",196,278,40497,880,5310,517,96,92,70,92,79,947,47911
77618,2019,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Houndhill Lane","Queen's Ave",444000,420650,53.68046700,-1.33533470,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",54,95,10070,242,1422,136,31,40,28,53,21,310,12139
47422,2019,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"A636 Denby Dale Road","A636 Charlesworth Way",433000,420400,53.67902800,-1.50188850,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",105,157,21387,41,3258,302,65,46,32,27,28,500,25343
77653,2019,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A61,"B6389 Agbrigg Rd",434250,419630,53.67202700,-1.48305030,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",190,170,19551,456,2738,236,63,80,51,51,41,522,23436
57027,2019,8,"Yorkshire and The Humber",88,Wakefield,A6032,Major,A655,A656,442800,425900,53.72775100,-1.35277760,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",158,236,18490,489,2948,352,50,81,21,35,26,566,22729
37482,2019,8,"Yorkshire and The Humber",88,Wakefield,A650,Major,M1,A61,432000,423600,53.70785100,-1.51669780,3.60,2.24,Estimated,"Estimated using previous year's AADF on this link",54,125,23361,90,2730,420,77,74,27,34,107,738,27043
37464,2019,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,379730,A639,445000,422180,53.69413300,-1.31997480,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",61,108,27265,277,3661,256,80,52,39,106,71,604,31915
806760,2019,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,434350,418061,53.65791900,-1.48170970,,,Counted,"Manual count",12,20,5142,90,206,9,1,0,0,0,0,9,5467
73699,2018,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,"LA Boundary",31,438600,424140,53.71225900,-1.41665010,2.70,1.68,Counted,"Dependent on a neighbouring counted link",0,218,74878,165,16354,3968,643,933,518,1639,10551,18250,109865
73662,2019,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,M1,"LA Boundary",428000,421660,53.69064300,-1.57746790,3.40,2.11,Estimated,"Estimated using previous year's AADF on this link",44,118,21243,296,3694,385,90,123,80,265,222,1165,26516
36621,2019,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,A650,"LA Boundary",433260,425000,53.72035500,-1.49746050,3.50,2.17,Estimated,"Estimated using previous year's AADF on this link",79,48,9419,125,1672,91,28,48,8,4,4,182,11446
90163,2019,8,"Yorkshire and The Humber",88,Wakefield,A650,Major,"Immediately S of Snow Hill View","Junction with Bradford Street",432716,421570,53.68956100,-1.50606490,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",113,97,14381,62,1400,90,34,29,1,10,11,175,16115
27424,2019,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,A639,"A645 spur",448100,423100,53.70212600,-1.27288850,3.30,2.05,Estimated,"Estimated using previous year's AADF on this link",35,61,11786,104,1764,181,52,39,17,45,59,394,14109
90087,2018,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"A638 intersection",A642,433652,420839,53.68293200,-1.49197080,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",32,124,17974,58,1938,268,43,108,57,45,36,557,20650
81550,2019,8,"Yorkshire and The Humber",88,Wakefield,A1,Major,A1(M),A639,450467,414745,53.62681300,-1.23839270,7.80,4.85,Counted,"Manual count",0,120,50306,96,11571,1975,366,515,380,3898,6059,13194,75287
74949,2019,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,"A645 Pontefract Road","A1 main route",448180,423380,53.70463500,-1.27163340,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",20,89,5742,6,1086,161,24,50,39,151,141,567,7489
37457,2019,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A642,"M1 jn40",430015,420567,53.68070800,-1.54706080,3.00,1.86,Estimated,"Estimated using previous year's AADF on this link",67,96,20441,165,3268,227,51,37,27,101,50,494,24464
47447,2019,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,A638,"B6133 Church Lane",436530,420000,53.67519900,-1.44849730,5.50,3.42,Estimated,"Estimated using previous year's AADF on this link",62,129,10128,220,1583,138,17,163,8,31,22,380,12440
16578,2019,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"A650 Bradford Road","A650 Roundabout",432770,422000,53.69342300,-1.50520190,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",121,182,28533,216,3113,297,48,66,36,46,32,523,32568
46008,2019,8,"Yorkshire and The Humber",88,Wakefield,M1,Major,40,"LA Boundary",429500,423000,53.70260500,-1.55462680,2.40,1.49,Counted,"Manual count",0,166,94858,259,22214,3536,855,742,329,734,5720,11916,129414
80615,2021,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,"STUART ROAD",A645,444710,422710,53.69892100,-1.32429010,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",43,65,20867,204,3451,327,56,44,21,19,157,624,25211
80708,2021,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A655,A6539/A639,442430,424420,53.71447900,-1.35858740,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",46,57,6841,75,1010,61,9,13,10,11,6,110,8093
48771,2019,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"LA Boundary","Wood Lane, Newmillerdam",433500,412000,53.60349800,-1.49522110,4.10,2.55,Estimated,"Estimated using previous year's AADF on this link",17,95,5192,31,855,155,33,38,30,61,64,381,6554
60053,2019,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,A6186,A638,434000,419070,53.66701000,-1.48689540,3.20,1.99,Estimated,"Estimated using previous year's AADF on this link",70,109,15819,257,1449,101,16,40,25,28,34,244,17878
77651,2019,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"Wood Lane",A6186,433260,416000,53.63946500,-1.49842200,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",58,34,8675,63,1138,171,36,19,38,63,61,388,10299
74950,2019,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,"A645 Pontefract Road","A1 main route",448400,423470,53.70542300,-1.26828700,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",20,55,5116,10,1081,133,34,76,52,109,136,541,6803
73701,2019,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,A6032,"Green St",442900,426140,53.72990000,-1.35122880,0.40,0.25,Counted,"Manual count",141,248,13252,166,2155,163,35,43,14,37,21,313,16135
81552,2019,8,"Yorkshire and The Humber",88,Wakefield,A1(M),Major,M62,A1(T),448330,421490,53.68763500,-1.26965530,4.40,2.73,Counted,"Manual count",0,73,46289,90,10199,2623,330,589,484,4476,5386,13887,70539
74943,2019,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"A636 Charlesworth Way",A638,433090,420250,53.67767400,-1.50054200,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",165,72,15305,101,2275,151,28,43,10,9,3,244,17997
56840,2019,8,"Yorkshire and The Humber",88,Wakefield,A6032,Major,A639,A655,442000,425705,53.72606300,-1.36492840,1.60,0.99,Estimated,"Estimated using previous year's AADF on this link",98,49,7256,83,1066,125,26,39,12,89,43,334,8788
81325,2019,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"A628 Acton Moor Top","A6021 Elm Farm",445000,415170,53.63113000,-1.32098790,5.10,3.17,Estimated,"Estimated using previous year's AADF on this link",52,145,7140,43,1586,131,21,34,17,21,40,264,9178
81326,2019,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"A6021 Elm Farm","A6021 Dale lane",447592,412490,53.60681500,-1.28220370,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",16,53,5841,31,1450,186,44,374,41,99,137,881,8255
90084,2019,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"A6194 spur Novale Way",A6194,434116,422490,53.69774100,-1.48476500,0.60,0.37,Counted,"Manual count",31,48,7384,149,874,62,6,5,0,4,1,78,8533
77652,2019,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"LA Boundary","Bridge Rd, Horbury",426722,417244,53.65101900,-1.59719880,3.80,2.36,Estimated,"Estimated using previous year's AADF on this link",35,75,8955,64,1229,121,21,53,35,20,21,271,10594
77650,2019,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"Hollin Lane",M1,430800,416960,53.64824300,-1.53553300,1.00,0.62,Estimated,"Estimated from nearby links",33,112,13775,42,1945,234,41,79,10,73,59,495,16369
74008,2019,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,A645,"LA Boundary",448334,423901,53.70930300,-1.26921960,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",8,186,11424,20,2263,311,50,105,20,163,299,949,14842
81553,2019,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,"Junction 32","A1(M) junction",445300,423950,53.71001500,-1.31517370,3.00,1.86,Counted,"Automatic counter",0,177,56680,90,13412,2884,824,1009,544,1884,9442,16587,86945
89150,2019,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,"M62 Junction 33",A645,448394,422778,53.69920500,-1.26848570,1.10,0.68,Counted,"Manual count",5,120,15518,45,3269,733,184,211,74,566,756,2523,21475
90086,2019,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,A642,A650,433166,421230,53.68647700,-1.49928710,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",107,70,14725,260,1924,162,33,40,20,39,23,316,17295
804432,2018,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,438005,423981,53.71087400,-1.42568390,,,Counted,"Manual count",116,41,5419,77,794,25,5,5,4,1,4,43,6373
810090,2019,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,447011,413362,53.61470400,-1.29085250,,,Counted,"Manual count",11,1,227,0,26,0,0,0,0,0,0,0,254
804430,2018,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,432149,421155,53.68586600,-1.51469340,,,Counted,"Manual count",47,43,6618,28,673,65,4,7,1,0,0,77,7439
810160,2019,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,444898,425119,53.72055600,-1.32109450,,,Counted,"Manual count",28,33,8035,109,1132,58,15,6,2,2,2,84,9394
809856,2019,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,429558,422973,53.70235900,-1.55375090,,,Counted,"Manual count",38,56,5195,21,746,22,4,7,5,0,0,38,6056
812221,2019,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,449574,419949,53.67366900,-1.25106580,,,Counted,"Manual count",76,26,1789,11,315,32,14,5,41,17,22,130,2271
7407,2021,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"A645 spur","Trundles Lane",450030,423800,53.70823600,-1.24354400,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",40,67,6708,30,1308,77,18,39,29,104,98,364,8477
36621,2021,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,A650,"LA Boundary",433260,425000,53.72035500,-1.49746050,3.50,2.17,Counted,"Manual count",77,62,7318,164,1115,93,13,9,8,4,3,131,8789
27438,2021,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,A6539/A656,A6032,443470,425000,53.71960700,-1.34274950,1.40,0.87,Counted,"Manual count",68,69,11419,65,1869,207,36,33,12,47,72,407,13829
37457,2021,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A642,"M1 jn40",430015,420567,53.68070800,-1.54706080,3.00,1.86,Estimated,"Estimated using previous year's AADF on this link",63,75,17106,108,3144,214,48,36,25,96,47,465,20898
47426,2021,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A6032,A655,441200,425000,53.71979000,-1.37714590,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",130,85,7397,31,1496,174,31,14,31,67,39,355,9364
37464,2021,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,379730,A639,445000,422180,53.69413300,-1.31997480,0.80,0.50,Counted,"Manual count",77,195,25836,216,3296,390,52,30,27,31,76,607,30150
38732,2021,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A635,"B6389 Agbrigg Rd",435000,419265,53.66869700,-1.47173940,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",123,161,19937,575,3367,416,58,64,36,35,61,670,24710
26056,2020,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,31,32,441961,423546,53.70666200,-1.36581130,4.30,2.67,Counted,"Automatic counter",0,125,46594,163,14161,3536,662,827,505,1520,11016,18066,79110
90089,2020,8,"Yorkshire and The Humber",88,Wakefield,A6194,Major,A6194,A642,434291,422288,53.69591400,-1.48213680,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",79,100,8861,39,1102,141,29,93,7,17,20,306,10407
90087,2020,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"A638 intersection",A642,433652,420839,53.68293200,-1.49197080,1.20,0.75,Counted,"Manual count",117,90,12430,60,1404,184,35,26,26,11,87,368,14351
77653,2020,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A61,"B6389 Agbrigg Rd",434250,419630,53.67202700,-1.48305030,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",217,126,14850,288,2416,207,55,72,44,45,35,458,18138
804445,2020,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,432877,420747,53.68215400,-1.50371390,,,Counted,"Manual count",44,34,5107,0,584,42,22,4,1,2,4,76,5801
74945,2020,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"Charlesworth Way",Westgate,432770,420550,53.68039000,-1.50535460,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",13,42,8349,29,1070,146,28,10,5,29,22,239,9729
74947,2020,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,Westgate,"Charlesworth Way",432700,420470,53.67967600,-1.50642270,0.30,0.19,Counted,"Manual count",57,63,11296,38,1301,119,38,19,9,9,17,211,12909
77594,2020,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,"Green St","LA Boundary",442750,426360,53.73188900,-1.35347190,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",12,72,6437,18,1277,128,46,46,31,46,51,348,8152
56840,2020,8,"Yorkshire and The Humber",88,Wakefield,A6032,Major,A639,A655,442000,425705,53.72606300,-1.36492840,1.60,0.99,Estimated,"Estimated using previous year's AADF on this link",112,36,5511,52,941,110,23,35,10,78,38,294,6835
56874,2020,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"Bridge Rd, Horbury",A638,431960,420000,53.67549700,-1.51767350,5.50,3.42,Estimated,"Estimated using previous year's AADF on this link",123,97,10904,144,1367,78,20,8,8,17,8,138,12650
27424,2020,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,A639,"A645 spur",448100,423100,53.70212600,-1.27288850,3.30,2.05,Estimated,"Estimated using previous year's AADF on this link",40,45,8953,66,1557,159,45,35,15,40,52,346,10966
46008,2020,8,"Yorkshire and The Humber",88,Wakefield,M1,Major,40,"LA Boundary",429500,423000,53.70260500,-1.55462680,2.40,1.49,Counted,"Manual count",0,256,74135,95,20637,3982,195,500,532,1792,4071,11072,106195
804435,2019,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,433081,421193,53.68615000,-1.50057800,,,Estimated,"Estimated using previous year's AADF on this link",56,46,11951,67,1123,63,7,1,7,1,0,79,13266
804433,2019,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,431362,417160,53.65000800,-1.52701130,,,Estimated,"Estimated using previous year's AADF on this link",71,26,8214,46,1065,80,8,15,11,4,4,121,9471
804442,2019,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,446650,423160,53.70279600,-1.29484130,,,Estimated,"Estimated using previous year's AADF on this link",45,113,4614,24,503,39,13,2,0,0,0,53,5307
73699,2019,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,"LA Boundary",31,438600,424140,53.71225900,-1.41665010,2.70,1.68,Counted,"Automatic counter",0,224,80688,175,17355,4187,722,1033,546,1733,11244,19465,117907
804444,2019,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,447718,412306,53.60515000,-1.28032770,,,Estimated,"Estimated using previous year's AADF on this link",58,42,6926,92,1356,220,41,18,72,216,166,733,9150
89249,2019,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"Ings Road","Quebec Street",432930,420715,53.68186300,-1.50291490,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",105,77,12192,685,1185,71,21,7,9,4,6,117,14257
77592,2019,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Queen's Ave",A639,445070,421500,53.68801500,-1.31901340,0.90,0.56,Estimated,"Estimated from nearby links",59,106,11178,268,1578,151,35,45,31,59,23,344,13474
